id,empleado,sexo,edad,años_edc,pareja,estudiante_act,estrato,pc,internet,reside_padre,reside_madre,afro,gitano,indigena,palenquero,sin_rec_etnico
11960,1,0,32,11,0,0,2,0,0,0,0,0,0,0,0,1
15896,1,0,46,10,0,0,2,0,0,0,0,0,0,0,0,1
7209,0,1,31,18,0,0,2,1,1,0,0,0,0,0,0,1
2505,1,0,56,11,0,0,2,1,1,0,1,0,0,0,0,1
14098,1,1,57,11,1,0,3,0,0,0,0,0,0,0,0,1
8711,0,1,20,11,0,0,6,1,1,1,1,0,0,0,0,1
11823,0,1,24,16,0,0,4,1,1,0,0,0,0,0,0,1
17364,1,1,56,11,1,0,1,1,1,0,0,0,0,0,0,1
11094,1,0,32,16,0,0,1,0,1,0,1,0,0,0,0,1
15241,1,0,74,17,0,0,3,1,1,0,0,0,0,0,0,1
10143,1,0,48,9,0,0,1,1,1,0,0,0,0,0,0,1
12715,1,1,52,8,1,0,2,0,1,0,0,0,0,0,0,1
20258,1,1,40,13,1,0,4,1,1,0,0,0,0,0,0,1
679,1,1,27,13,0,0,2,1,1,1,1,0,0,0,0,1
7329,1,0,24,11,0,0,2,1,1,0,0,0,0,0,0,1
3615,0,0,52,7,1,0,3,1,1,0,0,0,0,0,0,1
16597,1,0,23,18,0,1,3,0,1,0,0,0,0,0,0,1
21904,1,0,22,11,1,0,2,0,1,0,0,0,0,0,0,1
2914,0,1,20,13,0,0,2,0,1,0,0,0,0,0,0,1
2968,0,0,39,11,0,0,2,0,1,0,0,0,0,0,0,1
11221,1,0,25,19,0,1,3,1,1,1,1,0,0,0,0,1
20586,1,1,58,2,1,0,3,0,1,0,0,0,0,0,0,1
20281,1,0,46,11,1,0,2,1,1,0,0,0,0,0,0,1
16425,0,0,50,18,0,0,3,0,0,1,1,0,0,0,0,1
3370,1,1,33,11,1,0,3,1,1,0,0,0,0,0,0,1
9472,0,1,21,11,0,0,2,1,1,1,1,0,0,0,0,1
6080,1,1,34,11,1,0,2,1,1,0,0,0,0,0,0,1
4512,1,0,47,18,1,0,6,1,1,0,0,0,0,0,0,1
12554,1,1,21,11,0,0,4,1,1,1,1,0,0,0,0,1
7300,1,0,52,13,1,0,3,1,1,0,0,0,0,0,0,1
8845,1,0,61,17,1,0,3,1,1,0,0,1,0,0,0,0
15459,1,1,40,11,0,0,2,1,1,0,1,0,0,0,0,1
220,0,1,52,5,1,0,3,1,1,0,0,0,0,0,0,1
17452,1,1,60,9,0,0,3,0,0,0,1,0,0,0,0,1
9642,1,0,43,11,0,0,3,0,0,0,0,0,0,0,0,1
620,1,0,21,11,0,1,2,1,1,0,1,0,0,0,0,1
18748,1,0,63,5,0,0,2,0,0,0,0,0,0,0,0,1
6483,0,1,24,11,0,0,3,1,1,0,1,0,0,0,0,1
452,1,1,60,11,1,0,3,0,0,0,0,0,0,0,0,1
11120,1,0,23,14,0,1,2,1,1,1,1,0,0,0,0,1
19308,1,1,54,13,0,0,3,1,1,0,1,0,0,0,0,1
6353,0,0,36,11,0,0,3,0,1,1,0,0,0,0,0,1
2475,1,0,41,8,1,0,2,1,1,0,0,0,0,0,0,1
20138,1,1,61,6,1,0,2,1,1,0,0,0,0,0,0,1
12569,1,1,64,11,0,0,3,0,1,0,0,0,0,0,0,1
7654,1,1,57,2,0,0,2,0,0,0,0,0,0,0,0,1
10583,1,1,61,8,1,0,2,1,1,0,0,0,0,0,0,1
21553,1,0,18,11,0,0,1,1,1,0,1,0,0,0,0,1
20826,1,1,45,16,1,0,3,1,1,0,0,0,0,0,0,1
21342,1,0,54,15,1,0,3,1,1,0,0,0,0,0,0,1
10690,1,0,24,11,1,0,1,0,1,0,0,0,0,0,0,1
8191,1,1,48,11,1,0,3,1,1,0,0,0,0,0,0,1
6784,1,1,41,6,1,0,3,1,1,0,0,0,0,0,0,1
12299,1,0,33,16,0,0,2,1,1,0,1,0,0,0,0,1
16906,1,0,52,11,1,0,1,1,0,0,0,0,0,0,0,1
7465,1,0,28,13,1,0,1,1,1,0,0,0,0,0,0,1
6725,1,1,60,14,0,0,3,0,0,0,0,0,0,0,0,1
7184,1,1,16,7,0,1,2,0,1,1,0,0,0,0,0,1
2882,1,0,37,11,0,0,2,1,1,0,0,0,0,0,0,1
16699,1,0,48,3,0,0,1,0,0,0,0,0,0,0,0,1
18894,0,1,20,11,0,0,2,1,1,0,0,0,0,0,0,1
8927,1,0,46,18,0,0,2,1,1,1,1,0,0,0,0,1
8858,1,0,51,11,1,0,3,1,1,0,0,0,0,0,0,1
11146,1,1,45,15,1,0,3,1,1,0,0,0,0,0,0,1
3340,1,0,46,11,0,0,4,1,1,0,0,0,0,0,0,1
9562,1,1,58,9,1,0,2,1,0,0,0,0,0,0,0,1
15844,0,1,35,13,1,0,2,0,0,0,0,0,0,0,0,1
13012,1,0,55,16,1,0,6,1,1,0,0,0,0,0,0,1
3349,1,1,33,7,1,0,3,0,1,0,0,0,0,0,0,1
20275,1,1,51,5,1,0,2,0,1,0,0,0,0,0,0,1
9319,1,0,57,9,1,0,3,0,0,0,0,0,0,0,0,1
3886,1,0,50,5,1,0,2,1,1,0,0,0,0,0,0,1
14089,0,0,48,18,1,0,4,1,1,0,0,0,0,0,0,1
13802,0,0,24,11,0,1,2,1,1,0,0,0,0,0,0,1
5948,1,1,28,11,1,0,2,0,1,1,0,0,0,0,0,1
14938,0,0,51,11,1,0,3,1,1,0,0,0,0,0,0,1
99,1,0,26,13,1,0,3,0,1,0,0,0,0,0,0,1
8194,1,0,46,11,0,0,3,1,1,0,0,0,0,0,0,1
5340,1,1,21,13,0,0,3,1,1,0,1,0,0,0,0,1
3854,1,1,61,17,0,0,3,1,1,0,0,0,0,0,0,1
20155,1,1,45,14,1,0,3,0,0,0,0,0,0,0,0,1
21171,1,0,53,11,1,0,3,0,1,0,0,0,0,0,0,1
4765,1,0,30,16,1,0,3,1,1,0,0,0,0,0,0,1
18795,1,0,41,11,0,0,1,0,1,0,0,0,0,0,0,1
20754,0,1,28,11,0,0,2,1,1,1,1,0,0,0,0,1
11919,1,1,23,12,0,0,2,1,1,1,0,0,0,0,0,1
1800,1,0,54,16,0,0,3,1,1,0,0,0,0,0,0,1
5106,0,1,63,10,1,0,2,0,1,0,0,0,0,0,0,1
1472,1,1,80,0,1,0,2,0,0,0,0,0,0,0,0,1
3324,1,1,60,11,1,0,4,1,1,0,0,0,0,0,0,1
123,1,1,54,11,1,0,2,1,1,0,0,0,0,0,0,1
2698,1,1,27,11,1,0,2,0,0,0,0,0,0,0,0,1
2984,1,0,41,16,0,0,2,1,1,0,0,0,0,0,0,1
6231,1,1,35,5,1,0,2,0,1,0,0,0,0,0,0,1
361,1,0,45,19,1,0,2,0,0,1,1,0,0,0,0,1
8489,1,1,31,16,0,1,5,1,1,1,1,0,0,0,0,1
17799,1,0,37,19,1,0,3,1,1,0,0,0,0,0,0,1
19170,0,0,25,8,0,0,3,1,0,0,1,0,0,0,0,1
12773,0,0,60,9,0,0,2,0,1,0,0,0,0,0,0,1
8314,1,1,34,5,1,0,2,0,1,0,0,0,0,0,0,1
7984,1,1,25,11,1,0,2,0,0,0,0,0,0,0,0,1
5664,0,0,61,3,1,0,2,0,0,0,0,0,0,0,0,1
15956,0,1,33,14,0,0,3,0,1,0,0,0,0,0,0,1
19207,0,1,18,11,0,0,1,0,1,1,0,0,0,0,0,1
4736,1,0,27,17,0,0,2,0,1,0,1,0,0,0,0,1
12167,1,1,39,9,1,0,1,0,0,0,0,0,0,0,0,1
18632,1,1,40,13,1,1,2,1,1,0,0,0,0,0,0,1
18386,1,1,39,11,1,0,1,1,1,0,0,0,0,0,0,1
7849,1,0,45,20,0,0,4,1,1,0,1,0,0,0,0,1
20215,1,1,44,5,1,0,2,0,0,0,0,0,0,0,0,1
4617,1,0,40,11,1,0,3,0,0,0,0,0,0,0,0,1
11245,0,0,53,5,0,0,3,1,1,0,0,0,0,0,0,1
14678,1,1,57,8,1,0,3,0,0,0,0,0,0,0,0,1
15839,1,0,38,11,0,0,1,0,1,1,0,0,0,0,0,1
18243,1,0,21,11,0,0,2,0,1,0,1,0,0,0,0,1
17594,1,0,32,16,1,1,3,1,1,0,0,0,0,0,0,1
2145,1,0,56,5,1,0,2,0,1,0,0,0,0,0,0,1
3045,1,1,38,8,1,0,2,0,0,0,1,0,0,0,0,1
4810,1,1,22,11,0,0,3,0,1,1,1,0,0,0,0,1
20729,1,0,37,13,1,1,2,1,1,0,0,0,0,0,0,1
6422,1,0,55,16,0,0,3,1,1,0,0,0,0,0,0,1
22154,1,0,45,13,1,0,4,1,1,0,0,0,0,0,0,1
1951,1,0,40,5,0,0,1,0,0,0,0,0,0,0,0,1
14972,1,1,49,16,1,0,4,1,1,0,0,0,0,0,0,1
4059,1,1,27,16,0,0,4,1,1,0,1,0,0,0,0,1
4907,1,1,69,18,0,0,4,1,1,0,0,0,0,0,0,1
15131,1,0,31,11,0,0,2,0,0,0,0,0,0,0,0,1
21190,1,0,29,11,0,0,1,0,0,1,1,0,0,0,0,1
8136,1,0,44,16,0,0,3,1,1,0,0,0,0,0,0,1
13330,1,1,55,11,1,0,3,1,1,0,0,0,0,0,0,1
17066,0,1,34,16,0,0,2,1,0,1,1,0,0,0,0,1
10905,1,1,41,8,0,0,2,1,1,0,0,0,0,0,0,1
12267,1,1,72,2,1,0,2,0,0,0,0,0,0,0,0,1
12717,0,0,20,13,0,0,3,0,0,0,0,0,0,0,0,1
19237,0,0,53,15,0,0,4,1,1,0,1,0,0,0,0,1
2496,1,0,50,19,0,0,5,1,1,0,0,0,0,0,0,1
7946,1,0,28,11,0,0,2,1,1,1,1,0,0,0,0,1
15030,1,1,27,16,1,0,3,1,1,0,0,0,0,0,0,1
5234,0,1,26,8,0,0,2,1,1,1,0,0,0,0,0,1
7203,1,0,50,11,0,0,2,1,1,0,0,0,0,0,0,1
5446,1,1,50,11,1,0,3,1,1,0,0,0,0,0,0,1
12716,1,0,46,13,0,0,3,0,0,1,1,0,0,0,0,1
13420,0,0,36,11,0,0,2,0,0,0,0,0,0,0,0,1
5324,1,0,38,18,1,1,2,1,1,0,0,0,0,0,0,1
9381,1,1,44,11,1,0,2,1,1,0,0,0,0,0,0,1
19807,1,1,25,11,0,0,3,0,0,0,0,0,0,0,0,1
2611,0,0,24,15,0,1,2,1,1,0,0,0,0,0,0,1
20492,1,0,27,11,0,0,2,0,1,0,0,0,0,0,0,1
15858,1,1,29,11,1,0,1,0,0,0,1,0,0,0,0,1
14742,1,0,42,10,0,1,1,1,1,0,0,0,0,0,0,1
10825,1,0,33,11,0,1,2,1,1,0,0,0,0,0,0,1
7288,1,0,50,11,1,0,2,0,0,0,0,0,0,0,0,1
19355,1,0,41,5,0,0,3,1,0,0,0,0,0,0,0,1
2784,1,1,27,11,0,0,3,0,1,0,0,0,0,0,0,1
3568,0,0,39,19,1,1,3,1,1,0,0,0,0,0,0,1
14515,1,0,59,13,1,0,1,0,1,0,0,0,0,0,0,1
21595,1,0,43,16,0,0,4,1,1,0,0,0,0,0,0,1
20406,1,1,47,1,0,0,3,0,0,0,0,0,0,0,0,1
3657,1,1,45,11,1,0,3,1,1,0,0,0,0,0,0,1
7472,1,0,19,11,1,0,2,1,1,0,0,0,0,0,0,1
20928,1,1,47,9,1,0,2,1,1,0,0,0,0,0,0,1
17131,1,1,39,16,1,0,4,0,0,0,1,0,0,0,0,1
20872,1,1,65,15,1,0,4,1,1,0,0,0,0,0,0,1
14047,1,0,28,17,0,0,2,1,1,1,1,0,0,0,0,1
8445,1,0,21,11,1,0,1,1,1,0,0,0,0,0,0,1
10048,0,1,24,11,0,0,3,1,1,0,1,0,0,0,0,1
15848,1,0,54,5,1,0,2,1,1,0,0,0,0,0,0,1
1809,1,0,41,11,1,0,3,1,1,0,0,0,0,0,0,1
14590,0,1,47,11,1,0,3,1,1,0,0,0,0,0,0,1
12390,0,1,38,11,0,0,3,0,0,0,1,0,0,0,0,1
538,0,1,22,11,0,0,1,0,1,0,1,0,0,0,0,1
2450,1,1,29,13,0,0,2,0,1,0,1,0,0,0,0,1
14631,1,0,27,15,0,1,3,1,1,0,1,0,0,0,0,1
5676,1,0,26,13,0,0,1,1,1,1,1,0,0,0,0,1
20408,1,0,61,5,1,0,2,0,0,0,0,0,0,0,0,1
17446,1,1,34,4,0,0,1,0,1,0,1,0,0,0,0,1
14545,1,1,26,5,1,0,2,0,0,0,0,0,0,0,0,1
14688,1,1,21,12,0,0,3,1,1,1,1,0,0,0,0,1
13682,1,1,28,13,0,0,3,0,1,0,0,0,0,0,0,1
8706,1,0,38,20,1,0,2,0,1,0,0,0,0,0,0,1
8114,1,1,51,11,1,0,3,1,1,0,0,0,0,0,0,1
8086,1,0,61,9,1,0,2,1,1,0,0,0,0,0,0,1
18783,1,1,63,13,1,0,3,1,1,0,0,0,0,0,0,1
477,1,1,32,11,1,0,3,0,1,0,0,0,0,0,0,1
13481,1,1,25,11,0,0,2,0,1,0,0,0,0,0,0,1
21474,1,0,39,11,1,0,2,1,1,0,0,0,0,0,0,1
18453,1,1,36,13,0,0,2,0,1,0,1,0,0,0,0,1
16545,1,0,33,17,1,0,3,1,1,0,0,0,0,0,0,1
2426,0,1,51,12,1,0,2,0,1,0,0,0,0,0,0,1
19086,1,0,26,15,1,0,2,0,1,0,0,0,0,0,0,1
17946,1,1,47,11,1,0,3,1,1,0,0,0,0,0,0,1
11069,1,0,34,7,0,0,1,0,1,0,1,0,0,0,0,1
11985,1,1,32,16,1,0,2,0,1,0,0,0,0,0,0,1
729,1,1,24,15,0,0,4,1,1,1,1,0,0,0,0,1
19016,1,1,28,11,1,0,2,0,1,0,0,0,0,0,0,1
11214,1,1,22,14,0,0,4,1,1,0,1,0,0,0,0,1
18524,0,0,44,17,0,0,4,1,1,0,1,0,0,0,0,1
21331,1,0,40,11,1,0,3,0,1,0,0,0,0,0,0,1
13520,1,1,52,5,1,0,1,0,1,0,0,0,0,0,0,1
7656,1,1,73,9,0,0,2,0,0,0,0,0,0,0,0,1
17134,0,0,44,17,0,0,4,1,1,0,1,0,0,0,0,1
18955,1,1,66,9,1,0,1,1,1,0,0,0,0,0,0,1
11952,1,1,26,16,0,0,3,1,1,0,1,0,0,0,0,1
11474,1,1,35,11,0,0,2,1,1,1,1,0,0,0,0,1
19007,1,1,58,11,1,0,3,1,1,0,0,0,0,0,0,1
15785,1,1,33,16,1,0,2,1,1,0,0,0,0,0,0,1
2880,1,0,39,13,1,0,2,1,1,0,0,0,0,0,0,1
8611,1,1,38,3,1,0,2,1,1,0,0,0,0,0,0,1
12742,1,1,35,11,1,0,2,1,1,0,0,0,0,0,0,1
14730,1,1,67,18,1,0,4,1,1,0,0,0,0,0,0,1
15950,1,1,26,14,0,0,3,0,1,0,0,0,0,0,0,1
5319,1,1,40,11,1,0,2,0,1,0,0,0,0,0,0,1
11556,1,1,32,11,1,0,3,0,1,0,0,0,0,0,0,1
12785,0,0,52,11,1,0,2,0,0,0,0,0,0,0,0,1
8101,1,1,48,18,1,0,6,1,1,0,0,0,0,0,0,1
8876,1,0,29,16,0,0,2,1,1,0,1,0,0,0,0,1
448,1,0,24,16,0,0,3,1,1,1,1,0,0,0,0,1
12913,1,0,23,13,1,0,3,0,1,0,1,0,0,0,0,1
22149,1,0,55,12,0,0,2,0,1,0,0,0,0,0,0,1
104,1,0,38,5,0,0,3,0,0,0,0,0,0,0,0,1
4379,1,1,19,13,0,1,3,1,1,1,1,0,0,0,0,1
11555,1,0,41,14,1,0,3,0,1,0,0,0,0,0,0,1
13072,1,0,43,20,1,0,4,1,1,0,0,0,0,0,0,1
2820,1,0,51,11,1,0,3,1,1,0,0,0,0,0,0,1
19219,0,0,23,11,0,0,2,1,1,0,1,0,0,0,0,1
15315,0,1,55,11,0,0,1,0,1,0,0,0,0,0,0,1
20526,0,1,23,16,0,0,3,0,1,1,1,0,0,0,0,1
19385,1,1,61,11,1,0,2,0,0,0,0,0,0,0,0,1
15229,1,1,53,13,1,0,2,0,1,0,0,0,0,0,0,1
6273,1,0,66,18,1,0,4,1,1,0,0,0,0,0,0,1
9216,1,1,28,13,1,0,3,1,1,0,0,0,0,0,0,1
20178,1,0,65,16,1,0,3,1,1,0,0,0,0,0,0,1
6168,1,1,19,11,0,0,1,0,0,0,1,0,0,0,0,1
11880,1,0,33,9,0,0,2,0,0,0,0,0,0,0,0,1
20780,1,0,30,16,0,0,3,1,1,1,1,0,0,0,0,1
19945,1,0,43,19,0,0,4,1,1,0,0,0,0,0,0,1
2920,1,1,32,11,1,0,2,1,1,0,0,0,0,0,0,1
2890,0,0,45,11,1,0,2,1,1,0,0,0,0,0,0,1
17732,1,1,35,11,1,0,3,0,1,0,0,0,0,0,0,1
11825,1,1,56,20,1,0,4,1,1,0,0,0,0,0,0,1
12366,1,0,28,16,0,0,3,1,1,0,0,0,0,0,0,1
7636,1,1,71,1,0,0,2,0,0,0,0,0,0,0,0,1
6413,1,0,42,14,0,0,3,1,1,0,0,0,0,0,0,1
8943,1,1,25,14,0,0,4,1,1,1,1,0,0,0,0,1
7879,0,1,26,13,1,1,3,1,1,0,1,0,0,0,0,1
16627,1,1,22,11,0,0,3,0,1,0,1,0,0,0,0,1
16361,1,1,28,19,0,0,4,1,1,0,0,0,0,0,0,1
19797,1,1,30,9,1,0,2,0,0,0,0,0,0,0,0,1
2484,1,1,47,11,1,0,2,0,0,0,0,0,0,0,0,1
6053,1,0,28,13,1,0,1,1,1,0,0,0,0,0,0,1
10653,1,1,51,11,1,0,1,0,1,0,0,0,0,0,0,1
2792,0,0,28,14,1,0,2,1,1,0,0,0,0,0,0,1
1606,1,0,53,11,1,0,2,0,1,0,0,0,0,0,0,1
19840,0,0,31,11,1,0,1,0,0,1,1,0,0,0,0,1
19789,1,1,33,15,0,0,4,0,1,0,1,0,0,0,0,1
10736,1,1,56,14,1,0,3,1,1,0,0,0,0,0,0,1
3689,1,0,55,5,1,0,2,1,1,0,0,0,0,0,0,1
19635,1,0,27,12,0,0,3,1,0,0,1,0,0,0,0,1
12684,1,1,28,11,1,0,2,0,1,0,0,0,0,0,0,1
19244,1,1,25,11,1,0,2,0,1,0,0,0,0,0,0,1
6545,1,0,32,23,1,0,2,1,1,0,0,0,0,0,0,1
8457,1,1,18,11,0,1,1,0,1,1,1,0,0,0,0,1
7919,1,0,39,11,0,0,1,0,1,0,0,0,0,0,0,1
4895,1,0,24,17,0,0,3,0,1,0,0,0,0,0,0,1
13267,1,1,39,11,0,0,3,0,1,0,0,0,0,0,0,1
16308,1,0,47,18,1,0,3,1,1,0,0,0,0,0,0,1
6842,1,1,25,11,1,0,2,1,1,0,0,0,0,0,0,1
1520,0,0,34,14,0,0,3,1,1,0,1,0,0,0,0,1
18209,1,0,37,18,1,1,4,1,1,0,0,0,0,0,0,1
5905,0,1,27,11,0,0,2,1,1,0,1,0,0,0,0,1
10650,1,1,22,11,1,0,3,1,0,0,0,0,0,0,0,1
9209,1,1,25,9,1,0,1,0,1,0,0,0,0,0,0,1
3434,1,0,21,14,1,0,3,1,1,0,0,0,0,0,0,1
21517,1,1,63,4,1,0,3,1,1,0,0,0,0,0,0,1
3384,1,1,48,14,1,0,2,1,1,0,0,0,0,0,0,1
4735,1,0,32,16,0,0,2,0,1,0,1,0,0,0,0,1
7621,1,1,29,11,1,0,1,0,1,0,0,0,0,1,0,0
2189,1,0,23,11,1,0,2,1,1,0,0,0,0,0,0,1
12525,1,0,51,13,1,0,2,1,1,0,0,0,0,0,0,1
21391,1,0,45,11,1,0,2,0,1,0,0,0,0,0,0,1
11508,0,1,56,3,1,0,3,1,1,0,0,0,0,0,0,1
18314,1,1,55,11,1,0,3,0,1,0,0,0,0,0,0,1
8802,1,0,35,13,1,0,2,1,1,0,0,0,0,0,0,1
9833,1,0,47,11,0,0,3,1,1,0,0,0,0,0,0,1
2868,1,1,52,8,1,0,3,1,0,0,0,0,0,0,0,1
8523,1,1,32,11,0,0,1,0,0,0,0,0,0,0,0,1
11713,1,0,34,16,1,0,4,1,1,0,0,0,0,0,0,1
4490,1,0,22,11,1,1,2,1,1,0,1,0,0,0,0,1
15231,0,0,30,16,1,0,2,0,1,0,0,0,0,0,0,1
9421,1,0,39,13,0,0,2,1,1,0,0,0,0,0,0,1
17607,1,1,26,11,0,0,3,1,1,0,1,0,0,0,0,1
2025,0,1,30,13,1,0,3,0,0,0,0,0,0,0,0,1
4081,1,0,61,11,0,0,3,0,0,0,0,0,0,0,0,1
707,1,1,19,9,0,0,3,0,1,0,0,0,0,0,0,1
14694,1,1,25,11,1,0,3,0,1,0,0,0,0,0,0,1
5187,0,0,46,5,1,0,1,1,1,0,0,0,0,0,0,1
2153,1,0,23,14,0,0,2,0,0,1,1,0,0,0,0,1
19034,1,1,39,11,1,0,2,0,0,0,0,0,0,0,0,1
10908,1,1,32,10,0,0,2,0,1,0,1,0,0,0,0,1
21982,1,1,61,11,1,0,3,1,1,0,0,0,0,0,0,1
19568,0,0,38,13,0,0,3,1,1,0,1,0,0,0,0,1
2519,1,1,25,11,0,0,3,1,1,0,1,0,0,0,0,1
7419,1,1,30,11,0,0,2,0,0,0,0,0,0,0,0,1
4050,1,1,26,15,1,0,2,1,1,0,0,0,0,0,0,1
6870,1,1,42,11,1,0,2,1,1,0,0,0,0,0,0,1
8207,0,0,34,11,0,0,1,0,1,0,0,0,0,0,0,1
12422,0,0,27,13,0,0,2,0,0,0,0,0,0,0,0,1
6159,1,1,23,16,0,0,1,1,1,1,1,0,0,0,0,1
15620,1,1,59,5,1,0,3,1,1,0,0,0,0,0,0,1
19667,1,1,52,5,1,0,2,1,1,0,0,0,0,0,0,1
4793,1,0,57,11,0,0,3,1,1,0,0,0,0,0,0,1
5146,1,0,26,11,0,0,3,0,0,0,0,0,0,0,0,1
14362,1,0,51,16,1,0,3,1,1,0,0,0,0,0,0,1
5596,1,0,49,18,1,0,2,1,1,0,0,0,0,0,0,1
10430,1,1,49,9,1,0,2,1,1,0,0,0,0,0,0,1
8911,1,0,51,11,1,0,2,1,1,0,0,0,0,0,0,1
8842,1,1,42,7,1,0,2,1,1,0,0,0,0,0,0,1
15153,1,0,41,11,1,0,2,1,1,0,0,0,0,0,0,1
10293,1,1,34,13,0,0,3,1,1,1,1,0,0,0,0,1
21173,1,1,57,11,1,0,1,1,1,0,0,0,0,0,0,1
18107,1,0,33,16,1,0,4,1,1,0,0,0,0,0,0,1
18618,1,0,37,11,1,0,3,1,1,0,0,0,0,0,0,1
14029,1,1,65,11,1,0,2,1,1,0,0,0,0,0,0,1
13069,1,0,34,16,1,0,4,1,1,0,0,0,0,0,0,1
15484,1,0,52,11,1,0,2,0,0,0,0,0,0,0,0,1
16053,1,1,31,13,1,0,2,0,1,0,0,0,0,0,0,1
5625,1,1,54,18,1,0,4,1,1,0,0,0,0,0,0,1
8924,1,1,43,14,1,0,3,1,1,0,0,0,0,0,0,1
8364,1,0,56,16,0,0,3,1,1,0,0,0,0,0,0,1
22077,1,0,37,13,1,1,2,1,1,0,0,0,0,0,0,1
4002,1,0,25,13,0,1,4,1,1,0,1,0,0,0,0,1
14776,1,1,47,3,0,0,2,0,1,0,1,0,0,0,0,1
7698,1,1,42,16,1,0,4,1,1,0,0,0,0,0,0,1
12847,1,1,48,7,1,0,2,0,1,0,0,0,0,0,0,1
3613,0,1,25,11,0,0,2,0,1,0,0,0,0,0,0,1
2219,0,0,42,9,0,0,2,0,0,0,0,0,0,0,0,1
15366,1,0,32,13,1,0,2,1,1,0,0,0,0,0,0,1
4665,0,1,22,11,1,0,2,0,1,0,0,0,0,0,0,1
17593,1,1,47,18,1,0,3,1,1,0,0,0,0,0,0,1
7074,1,0,18,11,1,1,2,1,1,0,0,0,0,0,0,1
9828,0,0,22,15,0,1,3,1,1,1,1,0,0,0,0,1
1508,1,1,28,12,0,0,2,1,1,0,1,0,0,0,0,1
4299,1,1,37,16,0,0,4,1,1,0,0,0,0,0,0,1
21655,1,1,39,16,0,0,3,1,1,0,0,0,0,0,0,1
12426,1,0,40,14,0,0,3,1,1,0,1,0,0,0,0,1
6808,1,0,42,17,1,0,1,0,1,0,0,0,0,0,0,1
17083,1,1,32,11,1,0,3,1,1,0,0,0,0,0,0,1
10540,1,1,24,11,0,0,2,1,1,0,0,0,0,0,0,1
2509,1,0,27,11,1,1,2,1,1,0,0,0,0,0,0,1
18373,1,1,41,11,1,0,2,0,0,0,0,0,0,0,0,1
11514,1,1,18,11,0,0,1,1,1,0,1,0,0,0,0,1
1509,1,1,47,11,1,0,1,0,0,0,0,0,0,0,0,1
5982,1,1,28,9,1,0,2,0,1,0,0,0,0,0,0,1
15059,0,1,67,5,1,0,3,1,1,0,0,0,0,0,0,1
16251,1,1,24,11,0,0,3,1,1,0,1,0,0,0,0,1
17137,1,0,23,11,0,0,3,1,1,1,1,0,0,0,0,1
13427,0,0,24,10,1,0,3,0,0,0,0,0,0,0,0,1
14770,1,0,21,11,0,0,1,1,1,1,1,0,0,0,0,1
18201,1,1,27,5,1,0,2,1,1,0,0,0,0,0,0,1
8674,1,0,67,15,0,0,3,1,1,0,0,0,0,0,0,1
1726,1,1,43,16,1,0,4,1,1,0,0,0,0,0,0,1
6683,1,0,58,5,0,0,2,1,1,0,0,0,0,0,0,1
9263,1,1,42,13,1,1,1,0,0,0,1,0,0,0,0,1
2234,1,0,25,11,1,0,6,0,0,0,0,0,0,0,0,1
5214,1,1,58,5,1,0,1,0,0,0,0,0,0,0,0,1
16479,1,1,58,5,1,0,1,0,0,0,0,0,0,0,0,1
3734,1,0,52,14,0,0,2,0,1,0,0,0,0,0,0,1
7474,1,1,52,11,0,0,3,1,1,0,1,0,0,0,0,1
5980,1,1,32,13,1,0,3,1,0,0,0,0,0,0,0,1
21733,1,1,29,12,1,0,3,0,0,0,1,0,0,0,0,1
1941,1,1,24,11,1,0,2,0,1,0,0,0,0,0,0,1
10985,1,0,30,11,1,0,1,0,1,0,0,0,0,0,0,1
7713,1,0,34,14,1,0,3,1,1,0,0,0,0,0,0,1
1321,1,1,65,11,0,0,3,0,0,0,0,0,0,0,0,1
21108,1,1,32,11,1,0,3,1,1,0,0,0,0,0,0,1
13874,1,1,44,16,1,0,2,1,1,0,0,0,0,0,0,1
12769,1,0,61,5,1,0,2,0,0,0,0,0,0,0,0,1
11311,1,0,50,7,1,0,3,0,0,0,0,0,0,0,0,1
6923,1,1,59,5,1,0,2,0,1,0,0,0,0,0,0,1
19825,1,1,57,11,1,0,1,1,1,0,0,0,0,0,0,1
774,1,1,24,11,1,0,1,0,0,0,1,0,0,0,0,1
11719,1,1,66,16,1,0,3,1,1,0,0,0,0,0,0,1
14989,1,0,47,11,0,0,1,1,1,0,1,0,0,0,0,1
17891,1,0,25,16,0,0,3,1,1,1,1,0,0,0,0,1
7784,1,1,30,7,0,0,3,0,0,0,0,0,0,0,0,1
7693,1,1,62,18,1,0,4,1,1,0,0,0,0,0,0,1
4033,1,1,34,18,0,0,4,1,1,0,0,0,0,0,0,1
1468,1,0,21,13,0,0,3,1,1,0,0,0,0,0,0,1
21558,1,1,38,11,0,0,2,0,1,0,0,0,0,0,0,1
9207,1,1,51,11,1,0,1,0,1,0,0,0,0,0,0,1
617,1,0,27,7,1,0,2,0,1,0,0,0,0,0,0,1
199,0,1,31,11,1,0,2,1,1,0,0,0,0,0,0,1
21127,1,1,22,11,0,0,1,0,0,0,0,1,0,0,0,0
16276,1,0,43,13,1,0,3,1,1,0,1,0,0,0,0,1
20425,1,1,49,11,0,0,3,0,1,0,0,0,0,0,0,1
16331,1,0,39,11,1,0,1,0,0,0,0,0,0,0,0,1
7404,1,1,58,5,1,0,2,0,1,0,0,0,0,0,0,1
21852,0,1,50,11,0,0,2,1,1,1,1,0,0,0,0,1
