empleado,id,sexo,edad,años_edc,pareja,estudiante_act,estrato,pc,internet,reside_padre,reside_madre,afro,gitano,indigena,palenquero,sin_rec_etnico
1,20802,1,31,6,0,0,2,0,1,0,1,0,0,0,0,1
1,5050,0,33,18,1,0,3,1,1,0,0,0,0,0,0,1
1,13178,1,57,16,0,0,4,1,1,0,0,0,0,0,0,1
1,10802,0,66,0,0,0,2,0,0,0,0,0,0,0,0,1
0,23626,1,30,16,0,0,4,1,1,1,1,0,0,0,0,1
1,15438,1,43,18,1,0,4,1,1,0,0,0,0,0,0,1
1,11172,0,48,11,0,0,2,0,1,0,1,0,0,0,0,1
0,29300,0,25,11,1,0,3,0,1,0,0,0,0,0,0,1
0,33261,1,23,11,0,0,3,1,1,1,1,0,0,0,0,1
0,33443,0,71,10,0,0,2,0,1,0,0,0,0,0,0,1
0,34028,1,23,9,0,0,2,0,0,0,0,1,0,0,0,0
1,19817,0,35,16,1,0,4,1,1,0,0,0,0,0,0,1
0,28287,0,38,18,1,0,3,1,1,0,0,0,0,0,0,1
0,5528,0,21,13,1,0,2,1,1,0,0,0,0,0,0,1
1,5043,1,38,11,1,0,2,1,1,0,0,0,0,0,0,1
0,26911,0,51,2,1,0,2,1,1,0,0,0,0,0,0,1
1,13514,0,32,18,1,0,6,1,1,0,0,0,0,0,0,1
1,14423,1,26,9,0,0,1,0,0,0,0,0,0,0,0,1
1,7345,0,23,11,1,0,2,0,0,0,0,0,0,0,0,1
1,9017,0,60,8,1,0,2,1,1,0,0,0,0,0,0,1
0,28992,0,28,12,0,0,2,1,1,1,1,0,0,0,0,1
1,18422,0,23,12,0,1,1,1,1,0,0,0,0,0,0,1
0,31372,1,31,16,0,0,4,1,1,1,1,0,0,0,0,1
0,27825,0,36,11,1,0,2,0,0,0,0,0,0,0,0,1
1,3922,1,33,11,0,0,3,1,1,1,1,0,0,0,0,1
1,16804,1,30,11,1,0,2,1,1,0,0,0,0,0,0,1
1,20192,1,28,11,1,0,2,0,1,0,0,0,0,0,0,1
1,10202,1,23,12,0,1,2,0,1,0,1,0,0,0,0,1
1,18473,1,32,11,1,0,3,1,1,0,0,0,0,0,0,1
1,8263,0,32,14,0,0,2,0,1,1,0,0,0,0,0,1
1,21445,1,44,20,1,0,2,1,1,0,0,0,0,0,0,1
1,12242,0,44,11,0,0,2,0,0,0,0,0,0,0,0,1
0,6320,0,54,13,0,0,3,0,1,0,0,0,0,0,0,1
1,12460,0,39,11,0,0,1,1,1,0,0,0,0,0,0,1
0,30770,0,27,11,0,0,1,0,1,0,1,0,0,0,0,1
0,28791,0,21,15,0,1,3,1,1,0,1,0,0,0,0,1
1,5287,1,30,11,0,0,3,1,1,1,0,0,0,0,0,1
1,15729,1,30,11,1,0,1,0,0,0,0,0,0,0,0,1
0,22403,0,46,18,0,0,4,1,1,0,0,0,0,0,0,1
0,35856,0,27,12,0,1,2,1,1,0,1,0,0,0,0,1
0,5024,0,28,16,0,0,3,1,1,1,1,0,0,0,0,1
0,34839,0,32,11,1,0,4,1,1,0,0,0,0,0,0,1
0,16409,1,31,13,0,0,3,1,1,1,1,0,0,0,0,1
0,34762,1,33,15,0,0,3,1,1,0,1,0,0,0,0,1
1,5088,0,36,17,1,0,3,1,1,0,0,0,0,0,0,1
1,15046,0,39,11,0,0,2,1,1,0,0,0,0,0,0,1
1,13551,1,47,9,0,0,3,1,1,0,0,0,0,0,0,1
1,5577,0,25,15,0,1,2,1,1,1,1,0,0,0,0,1
1,12013,0,53,5,0,0,2,0,0,0,0,0,0,0,0,1
1,6019,0,38,11,0,0,3,0,1,0,0,0,0,0,0,1
1,9182,0,41,11,0,0,1,0,0,0,0,0,0,0,0,1
0,24253,1,71,6,1,0,2,0,1,0,0,0,0,0,0,1
1,15353,0,41,13,1,0,3,1,1,0,0,0,0,0,0,1
0,35968,0,18,8,0,0,2,0,0,0,0,0,0,0,0,1
1,8220,0,42,17,1,0,1,0,1,0,0,0,0,0,0,1
0,26865,0,19,13,0,1,2,1,1,1,0,0,0,0,0,1
0,34735,0,19,11,0,0,3,0,1,0,1,0,0,0,0,0
0,32186,1,20,13,0,1,3,1,1,1,1,0,0,0,0,1
1,16642,0,34,11,0,0,2,1,1,0,0,0,0,0,0,1
1,12956,0,41,13,1,0,2,1,1,0,0,0,0,0,0,1
1,4743,1,51,16,1,0,4,1,1,0,1,0,0,0,0,1
0,29969,0,43,13,1,0,3,1,1,0,0,0,0,0,0,1
0,9159,1,37,5,1,0,2,1,1,0,0,0,0,0,0,1
0,30621,1,46,5,1,0,3,0,1,0,0,0,0,0,0,1
0,15308,1,18,9,0,0,2,0,0,0,1,0,0,0,0,1
0,24695,0,22,11,0,0,3,0,1,1,1,0,0,0,0,1
0,29229,0,32,16,0,0,2,1,1,1,1,0,0,0,0,1
0,35496,1,26,11,0,0,3,0,1,0,1,0,0,0,0,1
0,31023,1,22,16,0,0,3,1,1,1,1,0,0,0,0,1
0,13017,1,63,9,0,0,3,0,0,0,1,0,0,0,0,1
1,2270,0,50,11,1,0,3,1,1,0,0,0,0,0,0,1
0,28825,0,36,11,1,0,3,1,1,0,0,0,0,0,0,1
0,26110,0,24,10,1,0,2,0,0,0,0,0,0,0,0,1
0,31457,1,48,9,1,0,1,1,1,0,0,0,0,0,0,1
0,34327,0,55,16,0,0,2,1,1,0,0,0,0,0,0,1
0,1631,0,48,16,0,0,2,1,1,0,0,0,0,0,0,1
0,32414,1,52,11,0,0,2,1,1,1,1,0,0,0,0,1
1,2320,1,25,17,0,1,3,1,1,1,1,0,0,0,0,1
1,8840,1,39,3,1,0,2,1,1,0,1,0,0,0,0,1
0,29961,0,52,6,0,0,2,0,0,0,0,0,0,0,0,1
1,2875,1,24,16,0,0,4,1,1,1,1,0,0,0,0,1
0,28132,0,47,7,0,0,1,0,1,0,0,0,0,0,0,1
0,35287,1,28,16,0,0,2,0,1,1,1,0,0,0,0,1
1,12450,0,40,11,0,0,2,1,1,0,0,0,0,0,0,1
0,27421,0,18,9,1,0,2,0,0,0,0,0,0,0,0,1
1,11258,1,39,13,0,0,3,1,1,0,1,0,0,0,0,1
1,7286,1,29,16,0,0,3,1,1,0,0,0,0,0,0,1
1,21917,1,70,20,0,0,6,1,1,0,0,0,0,0,0,1
0,30113,0,28,16,0,0,3,1,1,1,0,0,0,0,0,1
1,17756,0,43,16,0,0,2,0,1,0,0,0,0,0,0,1
0,28957,0,21,15,0,1,3,1,1,0,1,0,0,0,0,1
1,5232,1,26,11,1,0,1,1,1,0,0,0,0,0,0,1
1,16505,0,52,16,0,0,2,1,1,0,0,0,0,0,0,1
1,16311,1,29,5,1,0,3,1,1,0,0,0,0,0,0,1
0,22763,1,25,11,0,0,1,1,0,0,1,0,0,0,0,1
1,16925,1,26,14,0,0,3,0,1,1,1,0,0,0,0,1
0,24299,0,36,11,0,0,2,1,1,1,1,0,0,0,0,1
1,1083,1,39,11,0,0,2,0,1,0,0,0,0,0,0,1
1,13924,1,32,16,0,0,3,1,1,0,0,0,0,0,0,1
0,25879,1,31,18,0,0,2,1,1,0,0,0,0,0,0,1
0,26619,0,32,13,0,0,3,1,1,1,1,0,0,0,0,1
0,23506,0,35,11,0,0,2,0,0,0,1,0,0,0,0,1
1,3535,1,48,5,1,0,1,1,1,0,0,0,0,0,0,1
0,21615,1,22,11,0,0,1,1,1,0,1,0,0,0,0,1
1,6415,1,54,18,1,0,3,1,1,0,0,0,0,0,0,1
0,24924,0,19,13,0,0,2,1,1,0,0,0,0,0,0,1
1,12153,0,33,19,1,0,6,1,1,0,0,0,0,0,0,1
1,11432,1,42,11,1,0,2,1,1,0,0,0,0,0,0,1
0,36242,1,18,11,0,0,3,0,1,0,1,0,0,0,0,1
0,34473,0,24,13,0,0,2,1,0,0,0,0,0,0,0,1
0,17485,1,60,8,0,0,2,0,0,0,0,0,0,0,0,1
1,4863,0,25,11,0,0,1,0,0,0,0,0,0,1,0,0
0,31186,0,42,16,0,0,3,1,1,0,0,0,0,0,0,1
1,17483,0,62,14,0,0,2,1,1,0,0,0,0,0,0,1
0,34170,0,19,11,0,1,3,1,1,0,1,0,0,0,0,1
1,10183,1,33,20,0,0,4,0,1,1,0,0,0,0,0,1
1,16280,1,62,11,0,0,3,1,1,0,0,0,0,0,0,1
0,25364,0,52,3,0,0,2,0,0,0,0,0,0,0,0,1
0,31538,1,24,16,0,0,2,1,1,0,1,0,0,0,0,1
1,2644,1,51,11,1,0,2,1,1,0,0,0,0,0,0,1
1,11094,0,32,16,0,0,1,0,1,0,1,0,0,0,0,1
1,13417,1,34,14,0,0,3,0,1,0,0,0,0,0,0,1
1,13717,1,29,14,0,0,3,0,1,0,1,0,0,0,0,1
1,19677,1,14,7,0,1,1,1,1,0,0,0,0,0,0,1
0,14444,0,37,11,1,0,2,1,1,0,0,0,0,0,0,1
0,25060,0,38,11,1,0,3,1,1,0,0,0,0,0,0,1
1,6389,0,41,11,1,0,1,1,1,0,0,0,0,0,0,1
1,20885,0,20,15,0,1,2,1,1,1,1,0,0,0,0,1
0,35652,0,27,16,0,0,3,0,1,0,1,0,0,0,0,1
0,14954,1,43,16,0,0,4,1,1,1,1,0,0,0,0,1
1,17077,0,41,14,0,0,3,0,1,0,0,0,0,0,0,1
1,425,1,40,16,0,0,3,1,1,0,1,0,0,0,0,1
1,3039,1,33,11,0,0,2,0,0,0,0,1,0,0,0,0
1,9240,0,59,5,1,0,1,1,1,0,0,0,0,0,0,1
0,28927,0,41,8,0,0,2,1,1,0,0,0,0,0,0,1
0,10413,0,20,16,0,0,3,1,1,1,1,0,0,0,0,1
1,17446,1,34,4,0,0,1,0,1,0,1,0,0,0,0,1
1,4085,1,37,16,1,0,3,1,1,0,0,0,0,0,0,1
0,7503,1,46,5,1,0,3,0,1,0,0,0,0,0,0,1
0,35136,0,18,11,0,0,2,1,1,0,0,0,0,0,0,1
0,35897,1,41,8,0,0,2,0,0,1,1,0,0,0,0,1
0,29970,0,44,17,0,0,4,1,1,0,1,0,0,0,0,1
0,22931,0,27,9,0,0,2,0,1,0,0,0,0,0,0,1
1,1617,1,35,9,1,0,1,1,1,0,0,0,0,0,0,1
1,5438,1,43,16,1,0,6,1,1,0,1,0,0,0,0,1
1,11843,1,43,18,0,1,2,1,1,0,1,0,0,0,0,1
0,34685,1,20,11,0,0,3,1,1,0,1,0,0,0,0,1
1,8759,0,36,16,0,0,4,0,1,0,0,0,0,0,0,1
0,30910,1,28,16,0,0,3,1,1,0,1,0,0,0,0,1
0,23133,0,36,16,0,0,2,1,1,1,1,0,0,0,0,1
0,32900,1,26,7,1,0,2,0,0,0,0,0,0,0,0,1
0,24345,0,34,14,1,0,2,1,1,0,0,0,0,0,0,1
0,28557,0,32,16,1,0,2,0,1,0,0,0,0,0,0,1
0,35637,0,26,13,0,0,3,1,1,0,1,0,0,0,0,1
0,24038,0,27,13,1,0,2,0,0,0,0,0,0,0,0,1
0,27032,0,39,11,1,0,2,0,0,0,0,0,0,0,0,1
1,17338,1,23,11,0,0,3,0,0,0,0,0,0,0,0,1
0,33564,0,18,11,0,0,2,0,0,1,1,0,0,0,0,1
1,2956,1,54,6,1,0,2,0,1,0,0,0,0,0,0,1
0,32088,1,38,11,0,0,3,1,1,0,1,0,0,0,0,1
0,25724,1,38,13,0,0,3,1,1,0,0,0,0,0,0,1
0,18088,0,24,11,0,0,1,0,0,1,1,0,0,0,0,1
0,31948,0,22,11,1,0,2,0,1,0,0,0,0,0,0,1
1,21969,1,29,20,1,0,4,1,1,0,0,0,0,0,0,1
1,2217,0,73,11,0,0,2,0,0,0,0,0,0,0,0,1
0,23003,1,26,11,0,0,2,0,1,0,0,0,0,0,0,1
0,26694,1,59,16,0,0,3,1,1,0,1,0,0,0,0,1
0,24231,0,43,16,0,0,2,1,1,0,1,0,0,0,0,1
1,10827,1,44,11,1,0,2,1,1,0,0,0,0,0,0,1
1,5554,0,25,10,0,0,2,0,0,0,0,0,0,0,0,1
1,7071,1,47,6,1,0,1,0,1,0,0,0,0,0,0,1
1,9698,1,50,2,1,0,3,0,0,0,0,0,0,0,0,1
0,14264,1,47,11,1,0,1,1,1,0,0,0,0,0,0,1
0,36022,0,45,5,0,0,2,1,1,0,0,0,0,0,0,1
1,10704,1,34,9,0,0,1,0,0,0,1,0,0,0,0,1
0,23554,0,44,11,0,0,3,1,1,0,0,0,0,0,0,1
0,19574,1,24,11,0,1,2,1,1,1,1,0,0,0,0,1
0,34485,0,29,11,1,0,1,0,0,0,0,0,0,0,0,1
0,25359,0,23,13,0,0,3,1,1,1,1,0,0,0,0,1
0,27457,1,26,11,0,0,3,0,0,0,1,0,0,0,0,1
1,1793,0,41,8,0,0,3,0,0,0,0,0,0,0,0,1
0,36198,0,44,5,0,0,1,0,1,0,0,0,0,0,0,1
0,14703,1,76,5,0,0,3,0,0,0,0,0,0,0,0,1
0,35792,1,33,13,0,0,3,1,1,0,0,0,0,0,0,1
0,18953,0,20,11,0,0,3,0,1,0,1,0,0,0,0,1
1,3218,1,28,15,1,1,2,0,1,0,0,0,0,0,0,1
1,10364,0,33,13,0,0,2,1,1,1,1,0,0,0,0,1
0,27992,0,37,4,1,0,2,1,1,0,0,0,0,0,0,1
1,10123,1,22,13,0,0,2,1,1,1,1,0,0,0,0,1
1,18364,1,37,13,1,0,2,0,1,0,0,1,0,0,0,0
0,11661,1,63,9,0,0,3,0,0,0,1,0,0,0,0,1
1,12689,1,21,11,1,0,2,1,0,1,1,0,0,0,0,1
0,28241,0,55,13,0,0,3,0,0,0,0,0,0,0,0,1
1,17831,0,38,5,1,0,2,1,1,0,0,0,0,0,0,1
1,18537,0,28,18,0,1,3,0,1,1,1,0,0,0,0,1
0,34741,1,55,16,1,0,4,1,1,0,0,0,0,0,0,1
1,7782,0,42,13,0,0,3,1,1,0,1,0,0,0,0,1
0,32625,1,38,11,0,0,3,0,0,0,1,0,0,0,0,1
1,21161,1,37,16,0,0,3,0,1,1,1,0,0,0,0,1
1,17469,0,29,16,0,0,3,1,1,0,0,0,0,0,0,1
0,30498,1,69,3,1,0,2,0,0,0,0,0,0,0,0,1
0,27229,0,53,11,0,0,3,0,0,0,0,0,0,0,0,1
0,35844,0,23,16,0,1,3,0,1,1,1,0,0,0,0,1
0,24782,0,29,11,0,0,2,1,0,0,0,0,0,0,0,1
0,22268,1,18,5,0,0,1,0,0,0,0,0,0,0,0,1
0,34572,0,29,7,0,0,1,0,0,0,0,0,0,0,0,1
1,20966,0,30,14,1,0,3,0,1,0,0,0,0,0,0,1
1,14313,1,53,16,1,0,2,1,1,0,0,0,0,0,0,1
1,15244,1,74,4,1,0,3,1,1,0,0,0,0,0,0,1
1,11359,1,52,8,1,0,2,0,1,0,0,0,0,0,0,1
1,17857,0,52,11,0,0,2,1,1,0,0,0,0,0,0,1
0,30617,0,39,11,1,0,2,0,0,0,0,0,0,0,0,1
0,29683,0,18,12,0,1,2,1,1,0,0,0,0,0,0,1
0,32359,1,23,11,0,0,2,1,1,0,0,0,0,0,0,1
0,24104,0,36,5,0,0,2,0,0,0,1,0,0,0,0,1
1,10519,0,31,13,1,0,1,0,1,0,0,0,0,0,0,1
0,23709,1,24,11,0,0,2,0,0,0,0,0,0,0,0,0
1,19892,0,36,17,0,0,3,1,1,0,0,0,0,0,0,1
0,27822,1,67,5,1,0,2,0,0,0,0,0,0,0,0,1
0,7410,0,19,11,0,0,3,0,1,0,1,0,0,0,0,1
0,16615,1,46,13,0,0,3,1,1,1,1,0,0,0,0,1
0,28221,1,46,11,1,0,3,1,1,0,0,0,0,0,0,1
1,1288,1,32,11,0,0,2,1,1,1,0,0,0,0,0,1
0,24194,1,20,11,0,0,2,1,1,1,1,0,0,0,0,1
0,26682,0,26,15,0,0,3,1,1,0,1,0,0,0,0,1
1,14121,0,26,5,1,0,2,0,0,0,0,0,0,0,0,1
0,24999,1,27,16,0,0,3,0,1,1,1,0,0,0,0,1
1,13402,1,41,8,1,0,2,1,1,0,0,0,0,0,0,1
1,18097,1,44,11,1,0,3,0,1,0,0,0,0,0,0,1
0,27484,1,40,11,0,0,3,1,1,0,1,0,0,0,0,1
1,18806,1,24,13,1,0,3,0,0,0,0,0,0,0,0,1
1,18400,1,55,9,1,0,2,0,1,0,0,0,0,0,0,1
0,26438,0,39,16,1,0,2,1,1,0,0,0,0,0,0,1
1,5854,0,23,13,1,0,3,1,1,0,0,0,0,0,0,1
0,25514,1,30,17,0,0,2,1,1,0,0,0,0,0,0,1
1,9586,0,44,11,1,0,2,0,1,0,0,0,0,0,0,1
1,9883,1,56,11,1,0,3,1,1,0,0,0,0,0,0,1
1,11708,1,63,19,1,0,4,1,1,0,0,0,0,0,0,1
1,527,0,50,5,0,0,3,0,1,0,0,0,0,0,0,1
1,8972,0,52,11,1,0,2,1,1,0,0,0,0,0,0,1
0,22319,0,27,11,0,0,1,0,1,0,0,0,0,0,0,1
1,1868,0,28,12,0,0,3,0,1,0,1,0,0,0,0,1
0,22723,0,50,2,0,0,1,0,1,0,0,0,0,0,0,1
0,31052,0,28,12,0,0,2,1,1,1,1,0,0,0,0,1
1,6372,1,30,7,0,0,3,0,0,0,0,0,0,0,0,1
1,7129,1,42,18,0,0,3,0,1,0,0,0,0,0,0,1
0,16626,0,47,10,0,0,3,0,1,0,0,0,0,0,0,1
1,16690,1,46,5,0,0,1,0,1,0,0,0,0,0,0,1
1,2226,0,29,17,0,0,2,1,1,1,1,0,0,0,0,1
1,20398,1,25,13,0,0,3,0,0,0,0,0,0,0,0,1
1,21088,1,29,11,0,0,2,0,0,1,1,0,0,1,0,0
0,30616,0,56,8,1,0,3,0,0,0,0,0,0,0,0,1
0,27696,0,45,11,1,0,3,0,0,0,0,0,0,0,0,1
0,26305,0,54,11,0,0,3,0,0,0,0,0,0,0,0,1
1,21407,1,31,16,0,0,4,1,1,0,0,0,0,0,0,1
0,28251,1,51,1,1,0,3,0,0,0,0,0,0,0,0,1
1,6152,1,37,13,1,0,1,1,1,0,1,0,0,0,0,1
0,28191,1,20,11,0,0,2,1,1,0,1,0,0,0,0,1
0,26056,0,56,16,1,0,2,1,1,0,0,0,0,0,0,1
1,937,0,44,7,0,0,3,0,0,0,0,0,0,0,0,1
0,23573,0,24,11,0,0,1,0,0,1,1,0,0,0,0,1
0,29437,1,56,16,1,0,2,1,1,0,0,0,0,0,0,1
0,25153,1,23,11,0,0,2,0,0,0,0,0,0,0,0,1
0,35281,1,54,10,1,0,2,1,1,0,0,0,0,0,0,1
0,30818,0,43,11,0,0,2,1,1,0,0,0,0,0,0,1
0,33851,0,21,13,0,0,2,1,1,1,1,0,0,0,0,1
1,11509,0,53,11,1,0,3,1,1,0,0,0,0,0,0,1
1,5052,1,28,18,0,1,3,1,1,0,0,0,0,0,0,1
0,22363,0,54,5,1,0,1,0,0,0,0,0,0,0,0,1
0,27242,1,30,11,0,0,3,1,1,1,1,0,0,0,0,1
1,4980,0,29,13,0,0,2,0,0,0,1,0,0,0,0,1
1,20221,0,36,13,0,0,1,0,1,0,0,0,0,0,0,1
0,30543,0,41,13,1,0,2,0,1,0,0,0,0,0,0,1
1,194,1,42,14,1,0,2,1,1,0,0,0,0,0,0,1
1,19484,1,23,11,1,0,3,0,0,0,0,0,0,0,0,1
1,9659,0,31,11,1,0,1,0,1,0,0,0,0,0,0,1
0,23693,0,26,16,0,0,6,1,1,0,1,0,0,0,0,1
0,25215,0,19,13,0,1,2,1,1,1,1,0,0,0,0,0
0,26739,0,40,16,1,0,2,0,0,0,0,0,0,0,0,1
0,29688,0,24,16,0,0,4,1,1,1,1,0,0,0,0,1
0,31768,1,27,16,0,0,3,1,1,0,0,0,0,0,0,1
0,5889,1,35,19,1,0,3,1,1,0,0,0,0,0,0,1
0,26617,1,20,6,0,0,2,0,1,0,0,0,0,0,0,1
0,24899,1,47,1,0,0,2,0,0,0,0,0,0,0,0,1
0,24980,1,41,18,0,0,3,0,0,0,1,0,0,0,0,1
0,19592,1,41,9,1,0,2,0,1,0,0,0,0,0,0,1
1,3241,1,23,8,0,0,2,0,0,1,1,0,0,0,0,1
1,4774,0,56,26,0,0,3,1,1,1,1,0,0,0,0,1
1,19091,1,50,13,1,0,2,1,1,0,0,0,0,0,0,1
0,34085,1,19,11,0,0,3,0,0,0,0,0,0,0,0,1
0,22956,0,35,16,0,0,3,1,1,1,0,0,0,0,0,1
0,35847,1,26,11,1,0,2,0,1,0,0,0,0,0,0,1
1,17598,1,35,13,1,0,2,1,1,0,0,0,0,0,0,1
0,35162,0,21,13,0,0,2,1,1,0,1,0,0,0,0,1
0,13250,1,24,16,0,0,2,1,1,0,1,0,0,0,0,1
0,34553,1,47,11,1,0,1,1,1,0,0,0,0,0,0,1
0,35067,1,24,15,0,1,2,1,1,0,1,0,0,0,0,1
0,23194,0,29,5,0,0,2,0,0,0,0,0,0,0,0,1
0,7644,0,29,5,1,1,2,0,1,0,0,0,0,0,0,1
0,18751,0,55,5,0,0,1,0,0,0,0,0,0,0,0,1
0,15105,1,61,8,0,0,2,0,0,0,0,0,0,0,0,1
1,12791,1,27,11,0,0,2,1,1,0,0,0,0,0,0,1
1,2996,1,63,11,0,0,3,1,1,0,0,0,0,0,0,1
0,24054,1,24,11,1,0,1,1,0,0,0,0,0,0,0,1
0,25764,0,18,8,0,0,2,0,0,0,1,0,0,0,0,1
1,1832,1,55,8,0,0,3,1,1,0,1,0,0,0,0,1
0,33767,0,19,11,0,0,2,1,1,0,1,0,0,0,0,1
0,33304,1,27,11,1,0,2,0,0,0,0,0,0,0,0,1
0,24215,0,26,11,0,0,2,1,1,0,1,0,0,0,0,1
0,27398,0,24,16,0,0,2,1,1,1,1,0,0,0,0,1
0,34692,0,47,0,1,0,1,0,0,0,0,0,0,0,0,1
0,28047,1,31,13,0,0,3,1,1,1,1,0,0,0,0,1
0,2492,0,47,3,0,0,1,0,0,0,0,0,0,0,0,1
0,34265,0,49,16,0,0,3,1,1,0,0,0,0,0,0,1
0,33315,1,36,11,1,0,3,1,1,0,0,0,0,0,0,1
0,30373,0,18,11,0,0,1,0,0,0,1,0,0,0,0,1
1,15829,0,38,18,1,0,4,1,1,1,0,0,0,0,0,1
0,31536,0,36,17,0,0,2,1,1,0,0,0,0,0,0,1
0,34874,0,36,5,0,0,1,0,0,0,1,0,0,0,0,1
1,773,0,20,11,1,0,1,0,0,0,0,0,0,0,0,1
0,29053,0,26,14,0,1,2,1,1,1,1,0,0,0,0,1
0,22879,0,22,14,0,1,3,1,1,0,0,0,0,0,0,1
0,36308,0,43,16,0,0,3,1,1,0,0,0,0,0,0,1
1,2115,0,51,11,0,0,1,0,0,0,0,0,0,0,0,1
0,36038,0,28,7,0,0,3,0,0,0,0,0,0,0,0,1
0,35482,0,35,10,0,0,2,1,1,0,0,0,0,0,0,1
1,21273,1,52,5,0,0,1,0,0,1,1,0,0,0,0,1
0,23847,1,48,14,0,0,3,1,1,0,0,0,0,0,0,1
0,24666,1,38,11,1,0,2,0,0,0,0,0,0,0,0,1
1,7702,0,18,11,0,0,4,1,1,0,1,0,0,0,0,1
1,2531,0,19,13,0,0,3,0,1,0,0,0,0,0,0,1
1,10264,0,64,5,1,0,3,0,0,0,0,0,0,0,0,1
0,32568,0,23,15,0,1,2,1,1,0,1,0,0,0,0,1
1,21282,0,33,9,1,0,1,0,0,0,0,0,0,0,0,1
1,1084,1,20,11,0,0,2,0,1,1,0,0,0,0,0,1
1,17185,1,58,5,1,0,3,1,1,0,0,0,0,0,0,1
0,2106,1,52,3,1,0,2,0,0,0,0,0,0,0,0,1
0,20674,0,24,13,1,0,1,0,0,0,1,0,0,0,0,1
0,34221,1,30,13,0,0,2,0,1,0,1,0,0,0,0,1
0,34095,0,43,11,0,0,2,1,1,0,1,0,0,0,0,1
1,11770,1,26,11,1,0,2,0,0,0,1,0,0,0,0,1
0,28691,1,74,5,0,0,2,0,0,0,0,0,0,0,0,1
0,27491,0,29,11,1,0,3,0,1,0,0,0,0,0,0,1
0,31351,0,25,11,1,0,2,0,0,0,0,0,0,0,0,1
1,1269,0,44,16,1,0,2,1,1,0,0,0,0,0,0,1
1,14327,0,26,11,1,0,2,1,1,0,0,0,0,0,0,1
0,35841,1,63,11,1,0,2,0,1,0,0,0,0,0,0,1
0,35597,1,30,17,0,0,2,1,1,0,1,0,0,0,0,1
0,32229,1,55,11,1,0,2,1,1,0,0,0,0,0,0,1
0,34577,0,44,11,0,0,3,1,1,0,0,0,0,0,0,1
0,34615,0,47,11,1,0,2,1,1,0,0,0,0,0,0,1
0,34039,0,23,16,0,0,3,1,1,1,1,0,0,0,0,1
1,13060,1,26,11,1,0,4,1,1,0,0,0,0,0,0,1
0,24626,0,47,5,0,0,2,0,0,0,0,0,0,0,0,1
1,17557,0,36,13,1,0,1,0,1,0,0,0,0,0,0,1
0,33472,1,41,10,0,0,3,0,0,0,1,0,0,0,0,1
1,9414,1,28,11,1,0,2,0,0,0,0,0,0,0,0,1
0,29667,0,23,15,0,0,3,1,1,1,1,0,0,0,0,1
0,33747,1,38,16,1,0,4,1,1,0,1,0,0,0,0,1
0,22668,1,64,5,0,0,1,0,0,0,0,0,0,1,0,0
0,31491,0,47,17,0,0,4,1,1,0,0,0,0,0,0,1
1,15481,0,44,11,1,0,2,1,1,0,1,0,0,0,0,1
0,32400,1,28,11,0,0,3,0,1,1,1,0,0,0,0,1
1,5482,1,26,15,1,0,2,1,1,0,0,0,0,0,0,1
1,2374,1,33,16,0,0,4,0,1,0,0,0,0,0,0,1
1,15966,0,60,11,0,0,2,0,0,0,0,0,0,0,0,1
0,29035,1,45,6,1,0,3,1,1,0,0,0,0,0,0,1
0,28741,1,60,4,1,0,3,1,1,0,0,0,0,0,0,1
0,29290,0,47,7,0,0,2,0,1,0,0,0,0,0,0,1
1,19518,0,56,16,0,0,2,0,0,0,0,0,0,0,0,1
1,19437,1,63,5,0,0,2,0,0,0,0,0,0,0,0,1
1,7257,1,33,13,1,0,2,1,1,0,0,0,0,0,0,1
1,3412,1,45,11,1,0,1,1,1,0,0,0,0,0,0,1
1,9297,1,30,11,1,0,3,0,1,0,0,0,0,0,0,1
1,736,0,21,11,0,0,2,0,0,1,1,0,0,0,0,1
0,22293,1,22,11,0,1,2,1,1,1,1,0,0,0,0,1
0,31561,0,40,16,0,0,3,1,0,0,1,0,0,0,0,1
1,8557,1,60,10,1,0,2,0,0,0,0,0,0,0,0,1
0,3107,1,19,11,0,0,3,1,1,0,1,0,0,0,0,1
0,29076,1,55,11,1,0,2,0,0,0,0,0,0,0,0,1
1,18808,0,28,16,0,0,3,1,1,0,0,0,0,0,0,1
0,31416,0,46,9,1,0,1,0,0,0,0,0,0,0,0,1
0,1296,0,28,11,0,0,2,0,0,0,0,0,0,0,0,1
1,14902,1,65,5,0,0,3,1,1,0,0,0,0,0,0,1
1,16843,0,50,14,1,0,4,1,1,0,0,0,0,0,0,1
1,19372,0,27,14,0,1,2,1,1,0,1,0,0,0,0,1
0,35787,0,46,6,0,0,2,0,0,0,0,0,0,0,0,1
1,16589,0,21,11,0,0,3,1,1,0,0,0,0,0,0,1
1,6006,0,62,5,0,0,2,0,0,0,0,0,0,0,0,1
1,14034,1,39,11,1,0,2,1,1,0,0,0,0,0,0,1
0,11149,0,55,11,1,0,3,0,0,0,0,0,0,0,0,1
0,34490,0,47,9,0,0,3,0,1,0,0,0,0,0,0,1
1,20491,0,43,14,0,0,3,1,1,0,0,0,0,0,0,1
0,21505,0,18,11,0,0,3,0,0,1,0,0,0,0,0,1
0,9977,1,51,2,1,0,3,1,1,0,0,0,0,0,0,1
1,3095,1,60,11,1,0,2,1,1,0,0,0,0,0,0,1
1,6192,1,58,11,1,0,2,0,1,0,0,0,0,0,0,1
